Time,Demand,Temperature,Date,Holiday
2014-01-16T09:00:00Z,8320.992244,29.9,2014-01-16,False
2014-01-16T09:30:00Z,8228.216046,32.6,2014-01-16,False
2014-01-16T10:00:00Z,8061.275616,34.6,2014-01-16,False
2014-01-16T10:30:00Z,7760.252972,34.6,2014-01-16,False
2014-01-16T11:00:00Z,7305.974026,31.0,2014-01-16,False
2014-01-16T21:30:00Z,7106.874538,33.4,2014-01-17,False
2014-01-16T22:00:00Z,7463.105938,34.5,2014-01-17,False
2014-01-16T22:30:00Z,7723.226334,35.2,2014-01-17,False
2014-01-16T23:00:00Z,7967.333556,35.9,2014-01-17,False
2014-01-16T23:30:00Z,8212.60353,36.8,2014-01-17,False
2014-01-17T00:00:00Z,8392.123486,37.5,2014-01-17,False
2014-01-17T00:30:00Z,8602.64379,38.5,2014-01-17,False
2014-01-17T01:00:00Z,8778.087048,38.7,2014-01-17,False
2014-01-17T01:30:00Z,8907.127552,39.7,2014-01-17,False
2014-01-17T02:00:00Z,9017.658998,40.6,2014-01-17,False
2014-01-17T02:30:00Z,9098.296198,41.5,2014-01-17,False
2014-01-17T03:00:00Z,9140.979038,41.2,2014-01-17,False
2014-01-17T03:30:00Z,9176.707234,42.0,2014-01-17,False
2014-01-17T04:00:00Z,9205.60378,42.3,2014-01-17,False
2014-01-17T04:30:00Z,9256.938174,42.4,2014-01-17,False
2014-01-17T05:00:00Z,9283.478206,43.1,2014-01-17,False
2014-01-17T05:30:00Z,9221.861536,43.1,2014-01-17,False
2014-01-17T06:00:00Z,9001.983754,35.0,2014-01-17,False
2014-01-17T06:30:00Z,8702.770224,32.0,2014-01-17,False
2014-01-17T07:00:00Z,8170.069846,31.1,2014-01-17,False
2014-01-17T07:30:00Z,7818.38486,30.3,2014-01-17,False
2014-01-17T08:00:00Z,7538.851318,29.7,2014-01-17,False
2014-01-17T08:30:00Z,7236.866072,28.5,2014-01-17,False
2014-01-27T23:30:00Z,7053.20779,32.3,2014-01-28,False
2014-01-28T00:00:00Z,7273.420454,33.6,2014-01-28,False
2014-01-28T00:30:00Z,7489.234392,33.9,2014-01-28,False
2014-01-28T01:00:00Z,7688.985824,34.5,2014-01-28,False
2014-01-28T01:30:00Z,7902.529586,34.9,2014-01-28,False
2014-01-28T02:00:00Z,8093.689712,35.5,2014-01-28,False
2014-01-28T02:30:00Z,8276.650944,36.1,2014-01-28,False
2014-01-28T03:00:00Z,8448.313846,37.1,2014-01-28,False
2014-01-28T03:30:00Z,8595.43752,36.9,2014-01-28,False
2014-01-28T04:00:00Z,8753.984308,38.8,2014-01-28,False
2014-01-28T04:30:00Z,8896.89414,39.3,2014-01-28,False
2014-01-28T05:00:00Z,9038.300572,39.5,2014-01-28,False
2014-01-28T05:30:00Z,9168.525732,40.0,2014-01-28,False
2014-01-28T06:00:00Z,9216.343836,41.0,2014-01-28,False
2014-01-28T06:30:00Z,9180.180324,41.4,2014-01-28,False
2014-01-28T07:00:00Z,8964.1245,41.4,2014-01-28,False
2014-01-28T07:30:00Z,8813.715368,40.7,2014-01-28,False
2014-01-28T08:00:00Z,8397.653934,40.6,2014-01-28,False
2014-01-28T08:30:00Z,7950.821208,31.5,2014-01-28,False
2014-01-28T09:00:00Z,7431.896264,29.5,2014-01-28,False
2014-01-30T05:30:00Z,7023.870892,26.5,2014-01-30,False
2014-01-30T06:00:00Z,7054.349344,27.4,2014-01-30,False
2014-01-30T06:30:00Z,7063.208604,27.6,2014-01-30,False
2014-02-02T04:30:00Z,7114.21456,35.4,2014-02-02,False
2014-02-02T05:00:00Z,7293.324008,36.6,2014-02-02,False
2014-02-02T05:30:00Z,7466.457976,36.5,2014-02-02,False
2014-02-02T06:00:00Z,7586.056524,37.1,2014-02-02,False
2014-02-02T06:30:00Z,7733.051756,38.6,2014-02-02,False
2014-02-02T07:00:00Z,7797.325086,38.4,2014-02-02,False
2014-02-02T07:30:00Z,7810.57959,38.4,2014-02-02,False
2014-02-02T08:00:00Z,7754.235142,35.5,2014-02-02,False
2014-02-02T08:30:00Z,7626.938496,34.8,2014-02-02,False
2014-02-02T09:00:00Z,7427.262704,34.0,2014-02-02,False
2014-02-02T09:30:00Z,7301.125492,34.1,2014-02-02,False
2014-02-02T10:00:00Z,7161.523046,34.5,2014-02-02,False
2014-02-02T23:30:00Z,7117.19788,33.0,2014-02-03,False
2014-02-03T00:00:00Z,7187.95059,33.9,2014-02-03,False
2014-02-03T00:30:00Z,7179.330896,29.1,2014-02-03,False
2014-02-03T01:00:00Z,7140.766002,26.8,2014-02-03,False
2014-02-03T01:30:00Z,7029.46533,27.0,2014-02-03,False
2014-02-06T04:00:00Z,7102.225,33.4,2014-02-06,False
2014-02-06T04:30:00Z,7288.999008,33.9,2014-02-06,False
2014-02-06T05:00:00Z,7532.595728,34.4,2014-02-06,False
2014-02-06T05:30:00Z,7697.254538,34.2,2014-02-06,False
2014-02-06T06:00:00Z,7800.893422,34.9,2014-02-06,False
2014-02-06T06:30:00Z,7888.18676,34.7,2014-02-06,False
2014-02-06T07:00:00Z,7796.821044,35.0,2014-02-06,False
2014-02-06T07:30:00Z,7720.482494,35.1,2014-02-06,False
2014-02-06T08:00:00Z,7525.978684,34.0,2014-02-06,False
2014-02-06T08:30:00Z,7347.940356,33.5,2014-02-06,False
2014-02-06T09:00:00Z,7127.506268,33.4,2014-02-06,False
2014-02-07T01:00:00Z,7141.428032,34.0,2014-02-07,False
2014-02-07T01:30:00Z,7320.08819,34.5,2014-02-07,False
2014-02-07T02:00:00Z,7479.676744,35.0,2014-02-07,False
2014-02-07T02:30:00Z,7590.6247,35.6,2014-02-07,False
2014-02-07T03:00:00Z,7594.155192,30.3,2014-02-07,False
2014-02-07T03:30:00Z,7598.922024,26.5,2014-02-07,False
2014-02-07T04:00:00Z,7574.8933,27.6,2014-02-07,False
2014-02-07T04:30:00Z,7549.596308,26.9,2014-02-07,False
2014-02-07T05:00:00Z,7591.191658,26.4,2014-02-07,False
2014-02-07T05:30:00Z,7626.65539,26.8,2014-02-07,False
2014-02-07T06:00:00Z,7569.55637,25.8,2014-02-07,False
2014-02-07T06:30:00Z,7498.812932,25.7,2014-02-07,False
2014-02-07T07:00:00Z,7256.163936,25.8,2014-02-07,False
2014-02-08T03:30:00Z,7029.091194,35.0,2014-02-08,False
2014-02-08T04:00:00Z,7220.863174,36.1,2014-02-08,False
2014-02-08T04:30:00Z,7414.823098,37.6,2014-02-08,False
2014-02-08T05:00:00Z,7559.065408,38.8,2014-02-08,False
2014-02-08T05:30:00Z,7690.41053,39.7,2014-02-08,False
2014-02-08T06:00:00Z,7766.099842,40.0,2014-02-08,False
2014-02-08T06:30:00Z,7819.034416,40.0,2014-02-08,False
2014-02-08T07:00:00Z,7787.380724,39.6,2014-02-08,False
2014-02-08T07:30:00Z,7733.306862,39.3,2014-02-08,False
2014-02-08T08:00:00Z,7600.647766,38.5,2014-02-08,False
2014-02-08T08:30:00Z,7418.587786,39.4,2014-02-08,False
2014-02-08T09:00:00Z,7205.745548,38.3,2014-02-08,False
2014-02-08T09:30:00Z,7083.380762,37.2,2014-02-08,False
